,Unnamed: 0,year,state,measure,value,population
5187,2082,2008,South Carolina,Poverty rate,11.6,"4,528,996"
5188,2632,2008,South Carolina,"Number of corruption convictions per 1,000,000 people",1.78579,"4,528,996"
5189,3182,2008,South Carolina,Gini coefficient,0.46399999,"4,528,996"
5190,3732,2008,South Carolina,GDP,38971.27051,"4,528,996"
5191,4282,2008,South Carolina,Log(GDP),10.57058,"4,528,996"
5192,4832,2008,South Carolina,Age,37.6,"4,528,996"
5193,5382,2008,South Carolina,People with less than 9 years of education/people with college degree or above,0.2543898,"4,528,996"
5194,5932,2008,South Carolina,Black/white,0.4315282,"4,528,996"
5195,6482,2008,South Carolina,Hispanic/white,0.0625076,"4,528,996"
5196,433,2009,South Carolina,Labor Force Participation,61.7,"4,589,872"
5197,983,2009,South Carolina,Unemployment rate,11.2,"4,589,872"
5198,1533,2009,South Carolina,Average household size,2.55,"4,589,872"
5199,2083,2009,South Carolina,Poverty rate,12.9,"4,589,872"
5200,2633,2009,South Carolina,"Number of corruption convictions per 1,000,000 people",1.53467,"4,589,872"
5201,3183,2009,South Carolina,Gini coefficient,0.46200001,"4,589,872"
5202,3733,2009,South Carolina,GDP,36579.7468,"4,589,872"
5203,4283,2009,South Carolina,Log(GDP),10.50725,"4,589,872"
5204,4833,2009,South Carolina,Age,37.5,"4,589,872"
5205,5383,2009,South Carolina,People with less than 9 years of education/people with college degree or above,0.2427293,"4,589,872"
5206,5933,2009,South Carolina,Black/white,0.4311301,"4,589,872"
5207,6483,2009,South Carolina,Hispanic/white,0.0689858,"4,589,872"
5208,434,2010,South Carolina,Labor Force Participation,60.5,"4,635,649"
5209,984,2010,South Carolina,Unemployment rate,11.2,"4,635,649"
5210,1534,2010,South Carolina,Average household size,2.55,"4,635,649"
5211,2084,2010,South Carolina,Poverty rate,13.8,"4,635,649"
5212,2634,2010,South Carolina,"Number of corruption convictions per 1,000,000 people",0.431377,"4,635,649"
5213,3184,2010,South Carolina,Gini coefficient,0.461,"4,635,649"
5214,3734,2010,South Carolina,GDP,36702.86146,"4,635,649"
5215,4284,2010,South Carolina,Log(GDP),10.51061,"4,635,649"
5216,4834,2010,South Carolina,Age,37.8,"4,635,649"
5217,5384,2010,South Carolina,People with less than 9 years of education/people with college degree or above,0.2227528,"4,635,649"
5218,5934,2010,South Carolina,Black/white,0.4385258,"4,635,649"
5219,6484,2010,South Carolina,Hispanic/white,0.077804,"4,635,649"
5220,435,2011,South Carolina,Labor Force Participation,60.2,"4,671,994"
5221,985,2011,South Carolina,Unemployment rate,10.6,"4,671,994"
5222,1535,2011,South Carolina,Average household size,2.57,"4,671,994"
5223,2085,2011,South Carolina,Poverty rate,14.3,"4,671,994"
5224,2635,2011,South Carolina,"Number of corruption convictions per 1,000,000 people",2.35081,"4,671,994"
5225,3185,2011,South Carolina,Gini coefficient,0.4648,"4,671,994"
5226,3735,2011,South Carolina,GDP,37212.87193,"4,671,994"
5227,4285,2011,South Carolina,Log(GDP),10.52441,"4,671,994"
5228,4835,2011,South Carolina,Age,38.0,"4,671,994"
5229,5385,2011,South Carolina,People with less than 9 years of education/people with college degree or above,0.2314516,"4,671,994"
5230,5935,2011,South Carolina,Black/white,0.4364333,"4,671,994"
5231,6485,2011,South Carolina,Hispanic/white,0.0805949,"4,671,994"
5232,436,2012,South Carolina,Labor Force Participation,59.8,"4,717,354"
5233,986,2012,South Carolina,Unemployment rate,9.2,"4,717,354"
5234,1536,2012,South Carolina,Average household size,2.57,"4,717,354"
5235,2086,2012,South Carolina,Poverty rate,14.1,"4,717,354"
5236,2636,2012,South Carolina,"Number of corruption convictions per 1,000,000 people",0.423395,"4,717,354"
5237,3186,2012,South Carolina,Gini coefficient,0.4684,"4,717,354"
5238,3736,2012,South Carolina,GDP,37126.26687,"4,717,354"
5239,4286,2012,South Carolina,Log(GDP),10.52208,"4,717,354"
5240,4836,2012,South Carolina,Age,38.3,"4,717,354"
5241,5386,2012,South Carolina,People with less than 9 years of education/people with college degree or above,0.2068817,"4,717,354"
5242,5936,2012,South Carolina,Black/white,0.4332632,"4,717,354"
5243,6486,2012,South Carolina,Hispanic/white,0.0827892,"4,717,354"
5244,437,2013,South Carolina,Labor Force Participation,59.2,"4,764,080"
5245,987,2013,South Carolina,Unemployment rate,7.6,"4,764,080"
5246,1537,2013,South Carolina,Average household size,2.58,"4,764,080"
5247,2087,2013,South Carolina,Poverty rate,14.1,"4,764,080"
5248,2637,2013,South Carolina,"Number of corruption convictions per 1,000,000 people",1.04716,"4,764,080"
5249,3187,2013,South Carolina,Gini coefficient,0.46650001,"4,764,080"
5250,3737,2013,South Carolina,GDP,37475.77488,"4,764,080"
5251,4287,2013,South Carolina,Log(GDP),10.53145,"4,764,080"
5252,4837,2013,South Carolina,Age,38.6,"4,764,080"
5253,5387,2013,South Carolina,People with less than 9 years of education/people with college degree or above,0.1933264,"4,764,080"
5254,5937,2013,South Carolina,Black/white,0.4332207,"4,764,080"
5255,6487,2013,South Carolina,Hispanic/white,0.0831439,"4,764,080"
5256,438,2014,South Carolina,Labor Force Participation,59.2,"4,823,617"
5257,988,2014,South Carolina,Unemployment rate,6.5,"4,823,617"
5258,1538,2014,South Carolina,Average household size,2.57,"4,823,617"
5259,2088,2014,South Carolina,Poverty rate,13.2,"4,823,617"
5260,2638,2014,South Carolina,"Number of corruption convictions per 1,000,000 people",1.44853,"4,823,617"
5261,3188,2014,South Carolina,Gini coefficient,0.46869999,"4,823,617"
5262,3738,2014,South Carolina,GDP,37927.05543,"4,823,617"
5263,4288,2014,South Carolina,Log(GDP),10.54342,"4,823,617"
5264,4838,2014,South Carolina,Age,38.8,"4,823,617"
5265,5388,2014,South Carolina,People with less than 9 years of education/people with college degree or above,0.1730323,"4,823,617"
5266,5938,2014,South Carolina,Black/white,0.4283884,"4,823,617"
5267,6488,2014,South Carolina,Hispanic/white,0.0835134,"4,823,617"
5268,439,2015,South Carolina,Labor Force Participation,59.4,"4,891,938"
5269,989,2015,South Carolina,Unemployment rate,6.0,"4,891,938"
5270,1539,2015,South Carolina,Average household size,2.56,"4,891,938"
5271,2089,2015,South Carolina,Poverty rate,12.1,"4,891,938"
5272,2639,2015,South Carolina,"Number of corruption convictions per 1,000,000 people",0.612727,"4,891,938"
5273,3189,2015,South Carolina,Gini coefficient,0.4698,"4,891,938"
5274,3739,2015,South Carolina,GDP,38636.00915,"4,891,938"
5275,4289,2015,South Carolina,Log(GDP),10.56194,"4,891,938"
5276,4839,2015,South Carolina,Age,39.0,"4,891,938"
5277,5389,2015,South Carolina,People with less than 9 years of education/people with college degree or above,0.1651373,"4,891,938"
5278,5939,2015,South Carolina,Black/white,0.4308324,"4,891,938"
5279,6489,2015,South Carolina,Hispanic/white,0.0841575,"4,891,938"
5280,440,2005,South Dakota,Labor Force Participation,73.0,"775,493"
5281,990,2005,South Dakota,Unemployment rate,3.8,"775,493"
5282,1540,2005,South Dakota,Average household size,2.4,"775,493"
5283,2090,2005,South Dakota,Poverty rate,9.7,"775,493"
5284,2640,2005,South Dakota,"Number of corruption convictions per 1,000,000 people",3.86851,"775,493"
5285,3190,2005,South Dakota,Gini coefficient,0.45500001,"775,493"
5286,3740,2005,South Dakota,GDP,48130.91629,"775,493"
5287,4290,2005,South Dakota,Log(GDP),10.78168,"775,493"
5288,4840,2005,South Dakota,Age,37.0,"775,493"
5289,5390,2005,South Dakota,People with less than 9 years of education/people with college degree or above,0.2087625,"775,493"
5290,5940,2005,South Dakota,Black/white,0.0090574,"775,493"
5291,6490,2005,South Dakota,Hispanic/white,0.0217772,"775,493"
5292,441,2006,South Dakota,Labor Force Participation,72.8,"783,033"
5293,991,2006,South Dakota,Unemployment rate,3.1,"783,033"
5294,1541,2006,South Dakota,Average household size,2.41,"783,033"
5295,2091,2006,South Dakota,Poverty rate,8.4,"783,033"
5296,2641,2006,South Dakota,"Number of corruption convictions per 1,000,000 people",16.6021,"783,033"
5297,3191,2006,South Dakota,Gini coefficient,0.43900001,"783,033"
5298,3741,2006,South Dakota,GDP,46627.69701,"783,033"
5299,4291,2006,South Dakota,Log(GDP),10.74995,"783,033"
5300,4841,2006,South Dakota,Age,37.3,"783,033"
5301,5391,2006,South Dakota,People with less than 9 years of education/people with college degree or above,0.2223807,"783,033"
5302,5941,2006,South Dakota,Black/white,0.0076211,"783,033"
5303,6491,2006,South Dakota,Hispanic/white,0.0229713,"783,033"
5304,442,2007,South Dakota,Labor Force Participation,73.2,"791,623"
5305,992,2007,South Dakota,Unemployment rate,2.8,"791,623"
5306,1542,2007,South Dakota,Average household size,2.45,"791,623"
5307,2092,2007,South Dakota,Poverty rate,8.9,"791,623"
5308,2642,2007,South Dakota,"Number of corruption convictions per 1,000,000 people",5.05291,"791,623"
5309,3192,2007,South Dakota,Gini coefficient,0.42300001,"791,623"
5310,3742,2007,South Dakota,GDP,47798.04414,"791,623"
5311,4292,2007,South Dakota,Log(GDP),10.77474,"791,623"
5312,4842,2007,South Dakota,Age,37.1,"791,623"
5313,5392,2007,South Dakota,People with less than 9 years of education/people with college degree or above,0.2162489,"791,623"
5314,5942,2007,South Dakota,Black/white,0.0121359,"791,623"
5315,6492,2007,South Dakota,Hispanic/white,0.0240018,"791,623"
5316,443,2008,South Dakota,Labor Force Participation,73.0,"799,124"
5317,993,2008,South Dakota,Unemployment rate,3.1,"799,124"
5318,1543,2008,South Dakota,Average household size,2.42,"799,124"
5319,2093,2008,South Dakota,Poverty rate,8.2,"799,124"
5320,2643,2008,South Dakota,"Number of corruption convictions per 1,000,000 people",13.6783,"799,124"
5321,3193,2008,South Dakota,Gini coefficient,0.44600001,"799,124"
5322,3743,2008,South Dakota,GDP,49295.59475,"799,124"
5323,4293,2008,South Dakota,Log(GDP),10.80559,"799,124"
5324,4843,2008,South Dakota,Age,37.6,"799,124"
5325,5393,2008,South Dakota,People with less than 9 years of education/people with college degree or above,0.1708432,"799,124"
5326,5943,2008,South Dakota,Black/white,0.0109771,"799,124"
5327,6493,2008,South Dakota,Hispanic/white,0.0273814,"799,124"
5328,444,2009,South Dakota,Labor Force Participation,72.2,"807,067"
5329,994,2009,South Dakota,Unemployment rate,4.9,"807,067"
5330,1544,2009,South Dakota,Average household size,2.47,"807,067"
5331,2094,2009,South Dakota,Poverty rate,9.0,"807,067"
5332,2644,2009,South Dakota,"Number of corruption convictions per 1,000,000 people",9.84757,"807,067"
5333,3194,2009,South Dakota,Gini coefficient,0.45199999,"807,067"
5334,3744,2009,South Dakota,GDP,48907.69378,"807,067"
5335,4294,2009,South Dakota,Log(GDP),10.79769,"807,067"
5336,4844,2009,South Dakota,Age,36.8,"807,067"
5337,5394,2009,South Dakota,People with less than 9 years of education/people with college degree or above,0.179432,"807,067"
5338,5944,2009,South Dakota,Black/white,0.0123403,"807,067"
5339,6494,2009,South Dakota,Hispanic/white,0.0290886,"807,067"
5340,445,2010,South Dakota,Labor Force Participation,71.3,"816,166"
5341,995,2010,South Dakota,Unemployment rate,5.0,"816,166"
5342,1545,2010,South Dakota,Average household size,2.45,"816,166"
5343,2095,2010,South Dakota,Poverty rate,9.2,"816,166"
5344,2645,2010,South Dakota,"Number of corruption convictions per 1,000,000 people",11.0232,"816,166"
5345,3195,2010,South Dakota,Gini coefficient,0.442,"816,166"
5346,3745,2010,South Dakota,GDP,49150.87854,"816,166"
5347,4295,2010,South Dakota,Log(GDP),10.80265,"816,166"
5348,4845,2010,South Dakota,Age,37.3,"816,166"
5349,5395,2010,South Dakota,People with less than 9 years of education/people with college degree or above,0.1771136,"816,166"
5350,5945,2010,South Dakota,Black/white,0.0155508,"816,166"
5351,6495,2010,South Dakota,Hispanic/white,0.0296265,"816,166"
5352,446,2011,South Dakota,Labor Force Participation,70.7,"823,579"
5353,996,2011,South Dakota,Unemployment rate,4.7,"823,579"
5354,1546,2011,South Dakota,Average household size,2.44,"823,579"
5355,2096,2011,South Dakota,Poverty rate,9.6,"823,579"
5356,2646,2011,South Dakota,"Number of corruption convictions per 1,000,000 people",9.70777,"823,579"
5357,3196,2011,South Dakota,Gini coefficient,0.43239999,"823,579"
5358,3746,2011,South Dakota,GDP,51928.86083,"823,579"
5359,4296,2011,South Dakota,Log(GDP),10.85763,"823,579"
5360,4846,2011,South Dakota,Age,37.1,"823,579"
5361,5396,2011,South Dakota,People with less than 9 years of education/people with college degree or above,0.1568762,"823,579"
5362,5946,2011,South Dakota,Black/white,0.0136583,"823,579"
5363,6496,2011,South Dakota,Hispanic/white,0.0328635,"823,579"
5364,447,2012,South Dakota,Labor Force Participation,70.1,"833,566"
5365,997,2012,South Dakota,Unemployment rate,4.3,"833,566"
5366,1547,2012,South Dakota,Average household size,2.47,"833,566"
5367,2097,2012,South Dakota,Poverty rate,8.6,"833,566"
5368,2647,2012,South Dakota,"Number of corruption convictions per 1,000,000 people",10.7997,"833,566"
5369,3197,2012,South Dakota,Gini coefficient,0.43349999,"833,566"
5370,3747,2012,South Dakota,GDP,52132.30014,"833,566"
5371,4297,2012,South Dakota,Log(GDP),10.86154,"833,566"
5372,4847,2012,South Dakota,Age,36.7,"833,566"
5373,5397,2012,South Dakota,People with less than 9 years of education/people with college degree or above,0.1618946,"833,566"
5374,5947,2012,South Dakota,Black/white,0.0186899,"833,566"
5375,6497,2012,South Dakota,Hispanic/white,0.0354601,"833,566"
5376,448,2013,South Dakota,Labor Force Participation,69.4,"842,316"
5377,998,2013,South Dakota,Unemployment rate,3.8,"842,316"
5378,1548,2013,South Dakota,Average household size,2.45,"842,316"
5379,2098,2013,South Dakota,Poverty rate,9.2,"842,316"
5380,2648,2013,South Dakota,"Number of corruption convictions per 1,000,000 people",3.55081,"842,316"
5381,3198,2013,South Dakota,Gini coefficient,0.4427,"842,316"
5382,3748,2013,South Dakota,GDP,51607.89791,"842,316"
5383,4298,2013,South Dakota,Log(GDP),10.85143,"842,316"
5384,4848,2013,South Dakota,Age,36.6,"842,316"
5385,5398,2013,South Dakota,People with less than 9 years of education/people with college degree or above,0.131929,"842,316"
5386,5948,2013,South Dakota,Black/white,0.0184406,"842,316"
5387,6498,2013,South Dakota,Hispanic/white,0.0385606,"842,316"
5388,449,2014,South Dakota,Labor Force Participation,69.4,"849,129"
5389,999,2014,South Dakota,Unemployment rate,3.4,"849,129"
5390,1549,2014,South Dakota,Average household size,2.45,"849,129"
5391,2099,2014,South Dakota,Poverty rate,9.4,"849,129"
5392,2649,2014,South Dakota,"Number of corruption convictions per 1,000,000 people",1.17209,"849,129"
5393,3199,2014,South Dakota,Gini coefficient,0.44679999,"849,129"
5394,3749,2014,South Dakota,GDP,51688.98595,"849,129"
5395,4299,2014,South Dakota,Log(GDP),10.853,"849,129"
5396,4849,2014,South Dakota,Age,36.6,"849,129"
5397,5399,2014,South Dakota,People with less than 9 years of education/people with college degree or above,0.1226916,"849,129"
5398,5949,2014,South Dakota,Black/white,0.0208995,"849,129"
5399,6499,2014,South Dakota,Hispanic/white,0.040473,"849,129"
5400,450,2015,South Dakota,Labor Force Participation,69.4,"853,988"
5401,1000,2015,South Dakota,Unemployment rate,3.1,"853,988"
5402,1550,2015,South Dakota,Average household size,2.43,"853,988"
5403,2100,2015,South Dakota,Poverty rate,8.3,"853,988"
5404,2650,2015,South Dakota,"Number of corruption convictions per 1,000,000 people",6.98919,"853,988"
5405,3200,2015,South Dakota,Gini coefficient,0.4436,"853,988"
5406,3750,2015,South Dakota,GDP,52728.42695,"853,988"
5407,4300,2015,South Dakota,Log(GDP),10.87291,"853,988"
5408,4850,2015,South Dakota,Age,36.9,"853,988"
5409,5400,2015,South Dakota,People with less than 9 years of education/people with college degree or above,0.1253963,"853,988"
5410,5950,2015,South Dakota,Black/white,0.0185343,"853,988"
5411,6500,2015,South Dakota,Hispanic/white,0.0423242,"853,988"
5412,451,2005,Tennessee,Labor Force Participation,63.0,"5,991,057"
5413,1001,2005,Tennessee,Unemployment rate,5.6,"5,991,057"
5414,1551,2005,Tennessee,Average household size,2.46,"5,991,057"
5415,2101,2005,Tennessee,Poverty rate,12.5,"5,991,057"
5416,2651,2005,Tennessee,"Number of corruption convictions per 1,000,000 people",6.00895,"5,991,057"
5417,3201,2005,Tennessee,Gini coefficient,0.465,"5,991,057"
5418,3751,2005,Tennessee,GDP,45546.54276,"5,991,057"
5419,4301,2005,Tennessee,Log(GDP),10.72649,"5,991,057"
5420,4851,2005,Tennessee,Age,37.3,"5,991,057"
5421,5401,2005,Tennessee,People with less than 9 years of education/people with college degree or above,0.3249148,"5,991,057"
5422,5951,2005,Tennessee,Black/white,0.2094394,"5,991,057"
5423,6501,2005,Tennessee,Hispanic/white,0.0380833,"5,991,057"
5424,452,2006,Tennessee,Labor Force Participation,64.7,"6,088,766"
5425,1002,2006,Tennessee,Unemployment rate,5.2,"6,088,766"
5426,1552,2006,Tennessee,Average household size,2.48,"6,088,766"
5427,2102,2006,Tennessee,Poverty rate,12.4,"6,088,766"
5428,2652,2006,Tennessee,"Number of corruption convictions per 1,000,000 people",5.74829,"6,088,766"
5429,3202,2006,Tennessee,Gini coefficient,0.46799999,"6,088,766"
5430,3752,2006,Tennessee,GDP,44953.32463,"6,088,766"
5431,4302,2006,Tennessee,Log(GDP),10.71338,"6,088,766"
5432,4852,2006,Tennessee,Age,37.2,"6,088,766"
5433,5402,2006,Tennessee,People with less than 9 years of education/people with college degree or above,0.3504246,"6,088,766"
5434,5952,2006,Tennessee,Black/white,0.2154695,"6,088,766"
5435,6502,2006,Tennessee,Hispanic/white,0.0401361,"6,088,766"
5436,453,2007,Tennessee,Labor Force Participation,64.4,"6,175,727"
5437,1003,2007,Tennessee,Unemployment rate,4.7,"6,175,727"
5438,1553,2007,Tennessee,Average household size,2.49,"6,175,727"
5439,2103,2007,Tennessee,Poverty rate,12.0,"6,175,727"
5440,2653,2007,Tennessee,"Number of corruption convictions per 1,000,000 people",6.80082,"6,175,727"
5441,3203,2007,Tennessee,Gini coefficient,0.47099999,"6,175,727"
5442,3753,2007,Tennessee,GDP,43652.24536,"6,175,727"
5443,4303,2007,Tennessee,Log(GDP),10.68401,"6,175,727"
5444,4853,2007,Tennessee,Age,37.5,"6,175,727"
5445,5403,2007,Tennessee,People with less than 9 years of education/people with college degree or above,0.3263775,"6,175,727"
5446,5953,2007,Tennessee,Black/white,0.2156172,"6,175,727"
5447,6503,2007,Tennessee,Hispanic/white,0.0445437,"6,175,727"
5448,454,2008,Tennessee,Labor Force Participation,63.4,"6,247,411"
5449,1004,2008,Tennessee,Unemployment rate,6.6,"6,247,411"
5450,1554,2008,Tennessee,Average household size,2.49,"6,247,411"
5451,2104,2008,Tennessee,Poverty rate,11.6,"6,247,411"
5452,2654,2008,Tennessee,"Number of corruption convictions per 1,000,000 people",3.53989,"6,247,411"
5453,3204,2008,Tennessee,Gini coefficient,0.47099999,"6,247,411"
5454,3754,2008,Tennessee,GDP,43767.63954,"6,247,411"
5455,4304,2008,Tennessee,Log(GDP),10.68665,"6,247,411"
5456,4854,2008,Tennessee,Age,37.7,"6,247,411"
5457,5404,2008,Tennessee,People with less than 9 years of education/people with college degree or above,0.2880301,"6,247,411"
