,year,state,measure,value
5658,2009,Iowa,Black/white,0.0282577
5659,2010,Iowa,Black/white,0.035245
5660,2011,Iowa,Black/white,0.0326094
5661,2012,Iowa,Black/white,0.0338766
5662,2013,Iowa,Black/white,0.037875
5663,2014,Iowa,Black/white,0.0361448
5664,2015,Iowa,Black/white,0.0393326
5665,2005,Kansas,Black/white,0.0660046
5666,2006,Kansas,Black/white,0.0679078
5667,2007,Kansas,Black/white,0.0696524
5668,2008,Kansas,Black/white,0.0701073
5669,2009,Kansas,Black/white,0.0698781
5670,2010,Kansas,Black/white,0.0737954
5671,2011,Kansas,Black/white,0.0751421
5672,2012,Kansas,Black/white,0.0749114
5673,2013,Kansas,Black/white,0.0754489
5674,2014,Kansas,Black/white,0.0771891
5675,2015,Kansas,Black/white,0.077399
5676,2005,Kentucky,Black/white,0.0804047
5677,2006,Kentucky,Black/white,0.0829557
5678,2007,Kentucky,Black/white,0.0855861
5679,2008,Kentucky,Black/white,0.0845687
5680,2009,Kentucky,Black/white,0.0858862
5681,2010,Kentucky,Black/white,0.0895808
5682,2011,Kentucky,Black/white,0.0927345
5683,2012,Kentucky,Black/white,0.0916373
5684,2013,Kentucky,Black/white,0.0929921
5685,2014,Kentucky,Black/white,0.0928995
5686,2015,Kentucky,Black/white,0.094402
5687,2005,Louisiana,Black/white,0.5224057
5688,2006,Louisiana,Black/white,0.5023951
5689,2007,Louisiana,Black/white,0.5069566
5690,2008,Louisiana,Black/white,0.5156987
5691,2009,Louisiana,Black/white,0.5211478
5692,2010,Louisiana,Black/white,0.5312134
5693,2011,Louisiana,Black/white,0.5357822
5694,2012,Louisiana,Black/white,0.5396053
5695,2013,Louisiana,Black/white,0.5421897
5696,2014,Louisiana,Black/white,0.5455399
5697,2015,Louisiana,Black/white,0.5453314
5698,2005,Maine,Black/white,0.0069576
5699,2006,Maine,Black/white,0.0106212
5700,2007,Maine,Black/white,0.0112859
5701,2008,Maine,Black/white,0.009844
5702,2009,Maine,Black/white,0.0141465
5703,2010,Maine,Black/white,0.0120575
5704,2011,Maine,Black/white,0.0108611
5705,2012,Maine,Black/white,0.0108852
5706,2013,Maine,Black/white,0.0109161
5707,2014,Maine,Black/white,0.0132915
5708,2015,Maine,Black/white,0.0118931
5709,2005,Maryland,Black/white,0.479941
5710,2006,Maryland,Black/white,0.4919132
5711,2007,Maryland,Black/white,0.4955237
5712,2008,Maryland,Black/white,0.5019947
5713,2009,Maryland,Black/white,0.5119877
5714,2010,Maryland,Black/white,0.5384944
5715,2011,Maryland,Black/white,0.5459946
5716,2012,Maryland,Black/white,0.5435227
5717,2013,Maryland,Black/white,0.5567603
5718,2014,Maryland,Black/white,0.5663097
5719,2015,Maryland,Black/white,0.5682642
5720,2005,Massachusetts,Black/white,0.0695926
5721,2006,Massachusetts,Black/white,0.0718193
5722,2007,Massachusetts,Black/white,0.0715168
5723,2008,Massachusetts,Black/white,0.0797415
5724,2009,Massachusetts,Black/white,0.0808101
5725,2010,Massachusetts,Black/white,0.088589
5726,2011,Massachusetts,Black/white,0.0903368
5727,2012,Massachusetts,Black/white,0.0946335
5728,2013,Massachusetts,Black/white,0.0949754
5729,2014,Massachusetts,Black/white,0.0959292
5730,2015,Massachusetts,Black/white,0.1007053
5731,2005,Michigan,Black/white,0.177916
5732,2006,Michigan,Black/white,0.1808761
5733,2007,Michigan,Black/white,0.1803833
5734,2008,Michigan,Black/white,0.1795321
5735,2009,Michigan,Black/white,0.180251
5736,2010,Michigan,Black/white,0.1833559
5737,2011,Michigan,Black/white,0.1841931
5738,2012,Michigan,Black/white,0.1845329
5739,2013,Michigan,Black/white,0.1834072
5740,2014,Michigan,Black/white,0.1833396
5741,2015,Michigan,Black/white,0.1840815
5742,2005,Minnesota,Black/white,0.0470897
5743,2006,Minnesota,Black/white,0.0507115
5744,2007,Minnesota,Black/white,0.0500449
5745,2008,Minnesota,Black/white,0.0517797
5746,2009,Minnesota,Black/white,0.0522351
5747,2010,Minnesota,Black/white,0.0620424
5748,2011,Minnesota,Black/white,0.0631302
5749,2012,Minnesota,Black/white,0.0648969
5750,2013,Minnesota,Black/white,0.0663638
5751,2014,Minnesota,Black/white,0.070415
5752,2015,Minnesota,Black/white,0.0721056
5753,2005,Mississippi,Black/white,0.6062794
5754,2006,Mississippi,Black/white,0.6292009
5755,2007,Mississippi,Black/white,0.635374
5756,2008,Mississippi,Black/white,0.6397411
5757,2009,Mississippi,Black/white,0.6375665
5758,2010,Mississippi,Black/white,0.6434494
5759,2011,Mississippi,Black/white,0.649139
5760,2012,Mississippi,Black/white,0.6543273
5761,2013,Mississippi,Black/white,0.6574752
5762,2014,Mississippi,Black/white,0.6612412
5763,2015,Mississippi,Black/white,0.6618451
5764,2005,Missouri,Black/white,0.1336998
5765,2006,Missouri,Black/white,0.136569
5766,2007,Missouri,Black/white,0.1366662
5767,2008,Missouri,Black/white,0.1356297
5768,2009,Missouri,Black/white,0.1366794
5769,2010,Missouri,Black/white,0.1448674
5770,2011,Missouri,Black/white,0.1417597
5771,2012,Missouri,Black/white,0.1426409
5772,2013,Missouri,Black/white,0.1424716
5773,2014,Missouri,Black/white,0.146788
5774,2015,Missouri,Black/white,0.1461212
5775,2005,Montana,Black/white,0.0049912
5776,2006,Montana,Black/white,0.0051725
5777,2007,Montana,Black/white,0.0061136
5778,2008,Montana,Black/white,0.0061232
5779,2009,Montana,Black/white,0.0034468
5780,2010,Montana,Black/white,0.0055565
5781,2011,Montana,Black/white,0.0049334
5782,2012,Montana,Black/white,0.0041116
5783,2013,Montana,Black/white,0.0036454
5784,2014,Montana,Black/white,0.0065484
5785,2015,Montana,Black/white,0.005282
5786,2005,Nebraska,Black/white,0.0465981
5787,2006,Nebraska,Black/white,0.0473594
5788,2007,Nebraska,Black/white,0.0463504
5789,2008,Nebraska,Black/white,0.0474103
5790,2009,Nebraska,Black/white,0.051319
5791,2010,Nebraska,Black/white,0.0535845
5792,2011,Nebraska,Black/white,0.0555426
5793,2012,Nebraska,Black/white,0.0566463
5794,2013,Nebraska,Black/white,0.0568583
5795,2014,Nebraska,Black/white,0.0585489
5796,2015,Nebraska,Black/white,0.0596402
5797,2005,Nevada,Black/white,0.1171702
5798,2006,Nevada,Black/white,0.1223129
5799,2007,Nevada,Black/white,0.1228415
5800,2008,Nevada,Black/white,0.1297307
5801,2009,Nevada,Black/white,0.1378467
5802,2010,Nevada,Black/white,0.1483362
5803,2011,Nevada,Black/white,0.1528512
5804,2012,Nevada,Black/white,0.1564706
5805,2013,Nevada,Black/white,0.161111
5806,2014,Nevada,Black/white,0.1667311
5807,2015,Nevada,Black/white,0.1689067
5808,2005,New Hampshire,Black/white,0.0085167
5809,2006,New Hampshire,Black/white,0.0108942
5810,2007,New Hampshire,Black/white,0.0096725
5811,2008,New Hampshire,Black/white,0.0105748
5812,2009,New Hampshire,Black/white,0.0135583
5813,2010,New Hampshire,Black/white,0.0127291
5814,2011,New Hampshire,Black/white,0.0120859
5815,2012,New Hampshire,Black/white,0.0136219
5816,2013,New Hampshire,Black/white,0.0133164
