year,state,measure,value,population
2005,South Carolina,Unemployment rate,6.7,"4,270,150"
2005,South Carolina,Average household size,2.51,"4,270,150"
2005,South Carolina,Poverty rate,12.5,"4,270,150"
2005,South Carolina,"Number of corruption convictions per 1,000,000 people",0,"4,270,150"
2005,South Carolina,Gini coefficient,0.46500003,"4,270,150"
2005,South Carolina,GDP,40489.98749,"4,270,150"
2005,South Carolina,Log(GDP),10.60881,"4,270,150"
2005,South Carolina,Age,37.1,"4,270,150"
2005,South Carolina,People with less than 9 years of education/people with college degree or above,0.2665976,"4,270,150"
2005,South Carolina,Black/white,0.4329528,"4,270,150"
2005,South Carolina,Hispanic/white,0.049941,"4,270,150"
2006,South Carolina,Labor Force Participation,63.8,"4,357,847"
2006,South Carolina,Unemployment rate,6.4,"4,357,847"
2006,South Carolina,Average household size,2.52,"4,357,847"
2006,South Carolina,Poverty rate,11.9,"4,357,847"
2006,South Carolina,"Number of corruption convictions per 1,000,000 people",0.688413,"4,357,847"
2006,South Carolina,Gini coefficient,0.46200001,"4,357,847"
2006,South Carolina,GDP,39418.87336,"4,357,847"
2006,South Carolina,Log(GDP),10.582,"4,357,847"
2006,South Carolina,Age,37.1,"4,357,847"
2006,South Carolina,People with less than 9 years of education/people with college degree or above,0.2818893,"4,357,847"
2006,South Carolina,Black/white,0.4370121,"4,357,847"
2006,South Carolina,Hispanic/white,0.0526453,"4,357,847"
2007,South Carolina,Labor Force Participation,63,"4,444,110"
2007,South Carolina,Unemployment rate,5.7,"4,444,110"
2007,South Carolina,Average household size,2.5,"4,444,110"
2007,South Carolina,Poverty rate,11.2,"4,444,110"
2007,South Carolina,"Number of corruption convictions per 1,000,000 people",0.900068,"4,444,110"
2007,South Carolina,Gini coefficient,0.45899999,"4,444,110"
2007,South Carolina,GDP,39723.57027,"4,444,110"
2007,South Carolina,Log(GDP),10.5897,"4,444,110"
2007,South Carolina,Age,37.4,"4,444,110"
2007,South Carolina,People with less than 9 years of education/people with college degree or above,0.2541353,"4,444,110"
2007,South Carolina,Black/white,0.434423,"4,444,110"
2007,South Carolina,Hispanic/white,0.0577687,"4,444,110"
2008,South Carolina,Labor Force Participation,62.3,"4,528,996"
2008,South Carolina,Unemployment rate,6.8,"4,528,996"
2008,South Carolina,Average household size,2.55,"4,528,996"
2008,South Carolina,Poverty rate,11.6,"4,528,996"
2008,South Carolina,"Number of corruption convictions per 1,000,000 people",1.78579,"4,528,996"
2008,South Carolina,Gini coefficient,0.46399999,"4,528,996"
2008,South Carolina,GDP,38971.27051,"4,528,996"
2008,South Carolina,Log(GDP),10.57058,"4,528,996"
2008,South Carolina,Age,37.6,"4,528,996"
2008,South Carolina,People with less than 9 years of education/people with college degree or above,0.2543898,"4,528,996"
2008,South Carolina,Black/white,0.4315282,"4,528,996"
2008,South Carolina,Hispanic/white,0.0625076,"4,528,996"
2009,South Carolina,Labor Force Participation,61.7,"4,589,872"
2009,South Carolina,Unemployment rate,11.2,"4,589,872"
2009,South Carolina,Average household size,2.55,"4,589,872"
2009,South Carolina,Poverty rate,12.9,"4,589,872"
2009,South Carolina,"Number of corruption convictions per 1,000,000 people",1.53467,"4,589,872"
2009,South Carolina,Gini coefficient,0.46200001,"4,589,872"
2009,South Carolina,GDP,36579.7468,"4,589,872"
2009,South Carolina,Log(GDP),10.50725,"4,589,872"
2009,South Carolina,Age,37.5,"4,589,872"
2009,South Carolina,People with less than 9 years of education/people with college degree or above,0.2427293,"4,589,872"
2009,South Carolina,Black/white,0.4311301,"4,589,872"
2009,South Carolina,Hispanic/white,0.0689858,"4,589,872"
2010,South Carolina,Labor Force Participation,60.5,"4,635,649"
2010,South Carolina,Unemployment rate,11.2,"4,635,649"
2010,South Carolina,Average household size,2.55,"4,635,649"
2010,South Carolina,Poverty rate,13.8,"4,635,649"
2010,South Carolina,"Number of corruption convictions per 1,000,000 people",0.431377,"4,635,649"
2010,South Carolina,Gini coefficient,0.461,"4,635,649"
2010,South Carolina,GDP,36702.86146,"4,635,649"
2010,South Carolina,Log(GDP),10.51061,"4,635,649"
2010,South Carolina,Age,37.8,"4,635,649"
2010,South Carolina,People with less than 9 years of education/people with college degree or above,0.2227528,"4,635,649"
2010,South Carolina,Black/white,0.4385258,"4,635,649"
2010,South Carolina,Hispanic/white,0.077804,"4,635,649"
2011,South Carolina,Labor Force Participation,60.2,"4,671,994"
2011,South Carolina,Unemployment rate,10.6,"4,671,994"
2011,South Carolina,Average household size,2.57,"4,671,994"
2011,South Carolina,Poverty rate,14.3,"4,671,994"
2011,South Carolina,"Number of corruption convictions per 1,000,000 people",2.35081,"4,671,994"
2011,South Carolina,Gini coefficient,0.4648,"4,671,994"
2011,South Carolina,GDP,37212.87193,"4,671,994"
2011,South Carolina,Log(GDP),10.52441,"4,671,994"
2011,South Carolina,Age,38,"4,671,994"
2011,South Carolina,People with less than 9 years of education/people with college degree or above,0.2314516,"4,671,994"
2011,South Carolina,Black/white,0.4364333,"4,671,994"
2011,South Carolina,Hispanic/white,0.0805949,"4,671,994"
2012,South Carolina,Labor Force Participation,59.8,"4,717,354"
2012,South Carolina,Unemployment rate,9.2,"4,717,354"
2012,South Carolina,Average household size,2.57,"4,717,354"
2012,South Carolina,Poverty rate,14.1,"4,717,354"
2012,South Carolina,"Number of corruption convictions per 1,000,000 people",0.423395,"4,717,354"
2012,South Carolina,Gini coefficient,0.4684,"4,717,354"
2012,South Carolina,GDP,37126.26687,"4,717,354"
2012,South Carolina,Log(GDP),10.52208,"4,717,354"
2012,South Carolina,Age,38.3,"4,717,354"
2012,South Carolina,People with less than 9 years of education/people with college degree or above,0.2068817,"4,717,354"
2012,South Carolina,Black/white,0.4332632,"4,717,354"
2012,South Carolina,Hispanic/white,0.0827892,"4,717,354"
2013,South Carolina,Labor Force Participation,59.2,"4,764,080"
2013,South Carolina,Unemployment rate,7.6,"4,764,080"
2013,South Carolina,Average household size,2.58,"4,764,080"
2013,South Carolina,Poverty rate,14.1,"4,764,080"
2013,South Carolina,"Number of corruption convictions per 1,000,000 people",1.04716,"4,764,080"
2013,South Carolina,Gini coefficient,0.46650001,"4,764,080"
2013,South Carolina,GDP,37475.77488,"4,764,080"
2013,South Carolina,Log(GDP),10.53145,"4,764,080"
2013,South Carolina,Age,38.6,"4,764,080"
2013,South Carolina,People with less than 9 years of education/people with college degree or above,0.1933264,"4,764,080"
2013,South Carolina,Black/white,0.4332207,"4,764,080"
2013,South Carolina,Hispanic/white,0.0831439,"4,764,080"
2014,South Carolina,Labor Force Participation,59.2,"4,823,617"
2014,South Carolina,Unemployment rate,6.5,"4,823,617"
2014,South Carolina,Average household size,2.57,"4,823,617"
2014,South Carolina,Poverty rate,13.2,"4,823,617"
2014,South Carolina,"Number of corruption convictions per 1,000,000 people",1.44853,"4,823,617"
2014,South Carolina,Gini coefficient,0.46869999,"4,823,617"
2014,South Carolina,GDP,37927.05543,"4,823,617"
2014,South Carolina,Log(GDP),10.54342,"4,823,617"
2014,South Carolina,Age,38.8,"4,823,617"
2014,South Carolina,People with less than 9 years of education/people with college degree or above,0.1730323,"4,823,617"
2014,South Carolina,Black/white,0.4283884,"4,823,617"
2014,South Carolina,Hispanic/white,0.0835134,"4,823,617"
2015,South Carolina,Labor Force Participation,59.4,"4,891,938"
2015,South Carolina,Unemployment rate,6,"4,891,938"
2015,South Carolina,Average household size,2.56,"4,891,938"
2015,South Carolina,Poverty rate,12.1,"4,891,938"
2015,South Carolina,"Number of corruption convictions per 1,000,000 people",0.612727,"4,891,938"
2015,South Carolina,Gini coefficient,0.4698,"4,891,938"
2015,South Carolina,GDP,38636.00915,"4,891,938"
2015,South Carolina,Log(GDP),10.56194,"4,891,938"
2015,South Carolina,Age,39,"4,891,938"
2015,South Carolina,People with less than 9 years of education/people with college degree or above,0.1651373,"4,891,938"
2015,South Carolina,Black/white,0.4308324,"4,891,938"
2015,South Carolina,Hispanic/white,0.0841575,"4,891,938"
2005,South Dakota,Labor Force Participation,73,"775,493"
2005,South Dakota,Unemployment rate,3.8,"775,493"
2005,South Dakota,Average household size,2.4,"775,493"
2005,South Dakota,Poverty rate,9.7,"775,493"
2005,South Dakota,"Number of corruption convictions per 1,000,000 people",3.86851,"775,493"
2005,South Dakota,Gini coefficient,0.45500001,"775,493"
2005,South Dakota,GDP,48130.91629,"775,493"
2005,South Dakota,Log(GDP),10.78168,"775,493"
2005,South Dakota,Age,37,"775,493"
2005,South Dakota,People with less than 9 years of education/people with college degree or above,0.2087625,"775,493"
2005,South Dakota,Black/white,0.0090574,"775,493"
2005,South Dakota,Hispanic/white,0.0217772,"775,493"
2006,South Dakota,Labor Force Participation,72.8,"783,033"
2006,South Dakota,Unemployment rate,3.1,"783,033"
2006,South Dakota,Average household size,2.41,"783,033"
2006,South Dakota,Poverty rate,8.4,"783,033"
2006,South Dakota,"Number of corruption convictions per 1,000,000 people",16.6021,"783,033"
2006,South Dakota,Gini coefficient,0.43900001,"783,033"
2006,South Dakota,GDP,46627.69701,"783,033"
2006,South Dakota,Log(GDP),10.74995,"783,033"
2006,South Dakota,Age,37.3,"783,033"
2006,South Dakota,People with less than 9 years of education/people with college degree or above,0.2223807,"783,033"
2006,South Dakota,Black/white,0.0076211,"783,033"
2006,South Dakota,Hispanic/white,0.0229713,"783,033"
2007,South Dakota,Labor Force Participation,73.2,"791,623"
2007,South Dakota,Unemployment rate,2.8,"791,623"
2007,South Dakota,Average household size,2.45,"791,623"
2007,South Dakota,Poverty rate,8.9,"791,623"
2007,South Dakota,"Number of corruption convictions per 1,000,000 people",5.05291,"791,623"
2007,South Dakota,Gini coefficient,0.42300001,"791,623"
2007,South Dakota,GDP,47798.04414,"791,623"
2007,South Dakota,Log(GDP),10.77474,"791,623"
2007,South Dakota,Age,37.1,"791,623"
2007,South Dakota,People with less than 9 years of education/people with college degree or above,0.2162489,"791,623"
2007,South Dakota,Black/white,0.0121359,"791,623"
2007,South Dakota,Hispanic/white,0.0240018,"791,623"
2008,South Dakota,Labor Force Participation,73,"799,124"
2008,South Dakota,Unemployment rate,3.1,"799,124"
2008,South Dakota,Average household size,2.42,"799,124"
2008,South Dakota,Poverty rate,8.2,"799,124"
2008,South Dakota,"Number of corruption convictions per 1,000,000 people",13.6783,"799,124"
2008,South Dakota,Gini coefficient,0.44600001,"799,124"
2008,South Dakota,GDP,49295.59475,"799,124"
2008,South Dakota,Log(GDP),10.80559,"799,124"
2008,South Dakota,Age,37.6,"799,124"
2008,South Dakota,People with less than 9 years of education/people with college degree or above,0.1708432,"799,124"
2008,South Dakota,Black/white,0.0109771,"799,124"
2008,South Dakota,Hispanic/white,0.0273814,"799,124"
2009,South Dakota,Labor Force Participation,72.2,"807,067"
2009,South Dakota,Unemployment rate,4.9,"807,067"
2009,South Dakota,Average household size,2.47,"807,067"
2009,South Dakota,Poverty rate,9,"807,067"
2009,South Dakota,"Number of corruption convictions per 1,000,000 people",9.84757,"807,067"
2009,South Dakota,Gini coefficient,0.45199999,"807,067"
2009,South Dakota,GDP,48907.69378,"807,067"
2009,South Dakota,Log(GDP),10.79769,"807,067"
2009,South Dakota,Age,36.8,"807,067"
2009,South Dakota,People with less than 9 years of education/people with college degree or above,0.179432,"807,067"
2009,South Dakota,Black/white,0.0123403,"807,067"
2009,South Dakota,Hispanic/white,0.0290886,"807,067"
2010,South Dakota,Labor Force Participation,71.3,"816,166"
2010,South Dakota,Unemployment rate,5,"816,166"
2010,South Dakota,Average household size,2.45,"816,166"
2010,South Dakota,Poverty rate,9.2,"816,166"
2010,South Dakota,"Number of corruption convictions per 1,000,000 people",11.0232,"816,166"
2010,South Dakota,Gini coefficient,0.442,"816,166"
2010,South Dakota,GDP,49150.87854,"816,166"
2010,South Dakota,Log(GDP),10.80265,"816,166"
2010,South Dakota,Age,37.3,"816,166"
2010,South Dakota,People with less than 9 years of education/people with college degree or above,0.1771136,"816,166"
2010,South Dakota,Black/white,0.0155508,"816,166"
2010,South Dakota,Hispanic/white,0.0296265,"816,166"
2011,South Dakota,Labor Force Participation,70.7,"823,579"
2011,South Dakota,Unemployment rate,4.7,"823,579"
2011,South Dakota,Average household size,2.44,"823,579"
2011,South Dakota,Poverty rate,9.6,"823,579"
2011,South Dakota,"Number of corruption convictions per 1,000,000 people",9.70777,"823,579"
2011,South Dakota,Gini coefficient,0.43239999,"823,579"
2011,South Dakota,GDP,51928.86083,"823,579"
2011,South Dakota,Log(GDP),10.85763,"823,579"
2011,South Dakota,Age,37.1,"823,579"
2011,South Dakota,People with less than 9 years of education/people with college degree or above,0.1568762,"823,579"
2011,South Dakota,Black/white,0.0136583,"823,579"
2011,South Dakota,Hispanic/white,0.0328635,"823,579"
2012,South Dakota,Labor Force Participation,70.1,"833,566"
2012,South Dakota,Unemployment rate,4.3,"833,566"
2012,South Dakota,Average household size,2.47,"833,566"
2012,South Dakota,Poverty rate,8.6,"833,566"
2012,South Dakota,"Number of corruption convictions per 1,000,000 people",10.7997,"833,566"
2012,South Dakota,Gini coefficient,0.43349999,"833,566"
2012,South Dakota,GDP,52132.30014,"833,566"
2012,South Dakota,Log(GDP),10.86154,"833,566"
2012,South Dakota,Age,36.7,"833,566"
2012,South Dakota,People with less than 9 years of education/people with college degree or above,0.1618946,"833,566"
2012,South Dakota,Black/white,0.0186899,"833,566"
2012,South Dakota,Hispanic/white,0.0354601,"833,566"
2013,South Dakota,Labor Force Participation,69.4,"842,316"
2013,South Dakota,Unemployment rate,3.8,"842,316"
2013,South Dakota,Average household size,2.45,"842,316"
2013,South Dakota,Poverty rate,9.2,"842,316"
2013,South Dakota,"Number of corruption convictions per 1,000,000 people",3.55081,"842,316"
2013,South Dakota,Gini coefficient,0.4427,"842,316"
2013,South Dakota,GDP,51607.89791,"842,316"
2013,South Dakota,Log(GDP),10.85143,"842,316"
2013,South Dakota,Age,36.6,"842,316"
2013,South Dakota,People with less than 9 years of education/people with college degree or above,0.131929,"842,316"
2013,South Dakota,Black/white,0.0184406,"842,316"
2013,South Dakota,Hispanic/white,0.0385606,"842,316"
2014,South Dakota,Labor Force Participation,69.4,"849,129"
2014,South Dakota,Unemployment rate,3.4,"849,129"
2014,South Dakota,Average household size,2.45,"849,129"
2014,South Dakota,Poverty rate,9.4,"849,129"
2014,South Dakota,"Number of corruption convictions per 1,000,000 people",1.17209,"849,129"
2014,South Dakota,Gini coefficient,0.44679999,"849,129"
2014,South Dakota,GDP,51688.98595,"849,129"
2014,South Dakota,Log(GDP),10.853,"849,129"
2014,South Dakota,Age,36.6,"849,129"
2014,South Dakota,People with less than 9 years of education/people with college degree or above,0.1226916,"849,129"
2014,South Dakota,Black/white,0.0208995,"849,129"
2014,South Dakota,Hispanic/white,0.040473,"849,129"
2015,South Dakota,Labor Force Participation,69.4,"853,988"
2015,South Dakota,Unemployment rate,3.1,"853,988"
2015,South Dakota,Average household size,2.43,"853,988"
2015,South Dakota,Poverty rate,8.3,"853,988"
2015,South Dakota,"Number of corruption convictions per 1,000,000 people",6.98919,"853,988"
2015,South Dakota,Gini coefficient,0.4436,"853,988"
2015,South Dakota,GDP,52728.42695,"853,988"
2015,South Dakota,Log(GDP),10.87291,"853,988"
2015,South Dakota,Age,36.9,"853,988"
2015,South Dakota,People with less than 9 years of education/people with college degree or above,0.1253963,"853,988"
2015,South Dakota,Black/white,0.0185343,"853,988"
2015,South Dakota,Hispanic/white,0.0423242,"853,988"
2005,Tennessee,Labor Force Participation,63,"5,991,057"
2005,Tennessee,Unemployment rate,5.6,"5,991,057"
2005,Tennessee,Average household size,2.46,"5,991,057"
2005,Tennessee,Poverty rate,12.5,"5,991,057"
2005,Tennessee,"Number of corruption convictions per 1,000,000 people",6.00895,"5,991,057"
2005,Tennessee,Gini coefficient,0.465,"5,991,057"
2005,Tennessee,GDP,45546.54276,"5,991,057"
2005,Tennessee,Log(GDP),10.72649,"5,991,057"
2005,Tennessee,Age,37.3,"5,991,057"
2005,Tennessee,People with less than 9 years of education/people with college degree or above,0.3249148,"5,991,057"
2005,Tennessee,Black/white,0.2094394,"5,991,057"
2005,Tennessee,Hispanic/white,0.0380833,"5,991,057"
2006,Tennessee,Labor Force Participation,64.7,"6,088,766"
2006,Tennessee,Unemployment rate,5.2,"6,088,766"
2006,Tennessee,Average household size,2.48,"6,088,766"
2006,Tennessee,Poverty rate,12.4,"6,088,766"
2006,Tennessee,"Number of corruption convictions per 1,000,000 people",5.74829,"6,088,766"
2006,Tennessee,Gini coefficient,0.46799999,"6,088,766"
2006,Tennessee,GDP,44953.32463,"6,088,766"
2006,Tennessee,Log(GDP),10.71338,"6,088,766"
2006,Tennessee,Age,37.2,"6,088,766"
2006,Tennessee,People with less than 9 years of education/people with college degree or above,0.3504246,"6,088,766"
2006,Tennessee,Black/white,0.2154695,"6,088,766"
2006,Tennessee,Hispanic/white,0.0401361,"6,088,766"
2007,Tennessee,Labor Force Participation,64.4,"6,175,727"
2007,Tennessee,Unemployment rate,4.7,"6,175,727"
2007,Tennessee,Average household size,2.49,"6,175,727"
2007,Tennessee,Poverty rate,12,"6,175,727"
2007,Tennessee,"Number of corruption convictions per 1,000,000 people",6.80082,"6,175,727"
2007,Tennessee,Gini coefficient,0.47099999,"6,175,727"
2007,Tennessee,GDP,43652.24536,"6,175,727"
2007,Tennessee,Log(GDP),10.68401,"6,175,727"
2007,Tennessee,Age,37.5,"6,175,727"
2007,Tennessee,People with less than 9 years of education/people with college degree or above,0.3263775,"6,175,727"
2007,Tennessee,Black/white,0.2156172,"6,175,727"
